#Ux/Ue			y
0.18714462299134738	0.00019781718963164663
0.16415327564894933	-0.0001023192360163766
0.17379480840543882	-0.0001023192360163766
0.1574783683559951	-0.0002523874488403882
0.14561186650185415	-0.00047748976807640564
0.13300370828182945	-0.0007025920873124161
0.12262051915945615	-0.0008526603001364277
0.11446229913473427	-0.0010027285129604394
0.10704573547589619	-0.0013028649386084626
0.09443757725587149	-0.0014529331514324742
0.0855377008652658	-0.001903137789904509
0.07663782447466011	-0.002353342428376537
0.06328800988875155	-0.0030286493860845892
0.05661310259579727	-0.0036289222373806287
0.05067985166872685	-0.004154160982264669
0.04622991347342398	-0.005129604365620738
0.045488257107540175	-0.005879945429740796
0.042521631644004965	-0.00693042291950887
0.04103831891223733	-0.007980900409276945
0.039555006180469726	-0.008881309686221014
0.03436341161928308	-0.010832196452933159
0.03065512978986404	-0.011507503410641204
0.026205191594561195	-0.012407912687585267
0.02175525339925835	-0.013083219645293319
0.018788627935723112	-0.01383356070941337
0.014338689740420268	-0.014583901773533428
0.009888751545117425	-0.015409276944065485
0.0076637824474660166	-0.01600954979536153
0.004697156983930778	-0.017060027285129606
0.000988875154511737	-0.018260572987721692
0.00024721878862793423	-0.019236016371077767
-0.0012360939431396711	-0.02066166439290587
-0.0027194066749072765	-0.02133697135061392
-0.0027194066749072765	-0.022462482946794
-0.003461063040791107	-0.023512960436562078
-0.00420271940667491	-0.02478854024556617
-0.0138442521631644	-0.026364256480218284
-0.015327564894932005	-0.02711459754433834
-0.019035846724351047	-0.028015006821282405
-0.02348578491965389	-0.028540245566166442
-0.0257107540173053	-0.02944065484311051
-0.031644004944375775	-0.03056616643929059
-0.03386897404202718	-0.031016371077762624
-0.03683559950556242	-0.032141882673942704
-0.03980222496909766	-0.0333424283765348
-0.043510506798516674	-0.03416780354706685
-0.04944375772558715	-0.03566848567530696
-0.05166872682323856	-0.03679399727148704
-0.0546353522867738	-0.03746930422919509
-0.056860321384425205	-0.03829467939972715
-0.0553770086526576	-0.03942019099590723
-0.0546353522867738	-0.04114597544338336
-0.05018541409147095	-0.04242155525238745
-0.04276885043263287	-0.04377216916780355
-0.03683559950556242	-0.044747612551159624
-0.027935723114956734	-0.0457980900409277
-0.019035846724351047	-0.04624829467939973
-0.0138442521631644	-0.04744884038199182
-0.006427688504326318	-0.04842428376534789
-0.003461063040791107	-0.04909959072305594
-0.0004944375772558685	-0.049624829467939974
